,0
0,16.357250707691804
1,14.775994839510082
2,16.2200701390285
3,15.826245950262576
4,15.169998490542714
5,17.28473331341749
6,15.478988716556934
7,15.852025870931056
8,16.246869376156436
9,15.392663349484721
10,15.667602264258479
11,16.274651025552046
12,16.55213761895591
13,15.729676491672283
14,15.409936790029262
15,15.921950921571357
16,14.70385135359909
17,16.292571242353127
18,16.07104470398827
19,17.076409267214608
20,15.915001206410203
21,15.595501446898565
22,16.22408154303114
23,16.744958883597086
24,14.48297976399628
25,14.16358917430372
26,16.705489136832263
27,15.483078524363034
28,16.507050065106704
29,15.812050353962789
30,15.919659385734276
31,15.8636323439265
32,14.60743276981054
33,16.95818589353842
34,15.584868606081306
35,15.689961148053724
36,16.505126014693342
37,18.648390773178335
38,14.536235360809938
39,17.045281992795797
40,16.03964839158139
41,17.32109576612815
42,15.735312863251638
43,15.332441222830228
44,16.743443518337426
45,16.925768515523306
46,15.827173181802648
47,15.425905402839547
48,16.84731878973038
49,15.714805883074535
50,16.39044115639158
51,15.931927424309709
52,15.97655108523983
53,15.573685626844304
54,16.735445398281307
55,15.097094028448428
56,14.045663308453472
57,18.003629745270384
58,18.04504624659333
59,14.946660998388507
60,16.35076742169667
61,16.259442274228746
62,15.755513704849193
63,17.04663039501247
64,15.734839478770422
65,15.992683775881005
66,15.685883733417466
67,16.638931181337288
68,17.82804263279854
69,16.75142681843461
70,15.014987524323018
71,15.442386643025566
72,17.630248914559466
73,16.599415762043982
74,15.45805413235876
75,15.958095386311768
76,13.891055282948926
77,16.325481770302073
78,17.902422703905426
79,14.86271915276942
80,15.204280956722178
81,16.282415158659557
82,16.017248335123764
83,16.821464226519907
84,15.159097725710222
85,15.60786209191151
86,15.058645442880731
87,15.749262364605755
88,16.57174463812958
89,16.23101334546372
90,15.750777556078962
91,16.048065250966104
92,16.415599279124546
93,15.887972022738813
94,14.085763980030977
95,15.940962397584205
96,14.495799921288862
97,15.486216663538764
98,14.581360271386844
99,16.113104291041314
100,16.11466028294323
101,15.521083846911989
102,15.910541943291689
103,14.353985839512015
104,16.79918203333158
105,18.34880876007912
106,15.499357840910474
107,16.01616152728029
108,15.852680230580562
109,16.206645359579674
110,15.165611767293207
111,15.17887527568733
112,16.035025112267956
113,16.00410306919677
114,15.286264616794092
115,16.122763555847857
116,14.759042043380385
117,14.27677381730814
118,16.83432684739457
119,15.52267744047948
120,16.10609156524677
121,14.309145012674934
122,16.11890320670099
123,14.55474485944389
124,16.198703572329045
125,15.689604375359018
126,14.6207086920964
127,14.671734383343672
128,14.561645823939381
129,16.869563891393057
130,15.703696227720547
131,16.84853642602783
132,15.977105308728353
133,16.646036438659117
134,14.47804125352917
135,14.742443482631542
136,16.44652131794669
137,16.36326793183505
138,14.802741041409622
139,15.593273250755091
140,14.869522046425901
141,17.744024044753004
142,15.974494087400645
143,14.603285399270924
144,17.099171839432017
145,15.456237632852995
146,15.863336449056016
147,15.562124636325338
148,15.73589749604964
149,16.07186421084328
150,15.276259266246434
151,16.531699374895485
152,15.364823640831691
153,15.291164109070422
154,17.20251785818077
155,16.390758560947347
156,15.094184062526795
157,18.1806752652043
158,16.453682297794117
159,14.611341451003444
160,16.611745006106805
161,17.1689803658434
162,15.880530620409631
163,15.313051753642469
164,17.50025415071989
165,15.066881553578977
166,15.482094529692857
167,16.07718133397255
168,17.20357161385512
169,17.037240411901344
170,16.582383489869237
171,15.636822830790221
172,17.072931505308038
173,14.996338679646017
174,13.823375468376247
175,15.792075417472631
176,17.045479603065907
177,16.547809075766548
178,16.11863111375387
179,15.085164446565559
180,14.209552876758803
181,14.61653126150827
182,15.56509908345755
183,17.489670001553236
184,15.436146287700875
185,15.92007731848361
186,16.031615702892886
187,16.25898436130867
188,16.135867279931638
189,16.087935653416274
190,16.179795314510496
191,17.384983492905405
192,16.621650399849138
193,16.377401688252633
194,15.666989090075226
195,16.68575974949919
196,15.134820026983048
197,16.19045602504253
198,16.200609087892037
199,15.882747922210532
200,15.83636393381725
201,17.024245437390118
202,15.6415951367873
203,16.499865135869978
204,15.527061671845708
205,14.88229340605908
206,15.486633015175439
207,15.978470347524619
